sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
151	2022.acl-long.367	NA	360.584	371.088	10.504	Second, the sentence encoder uses the so-called untied relative positional embeddings, which have been recently published at ICLR conference.	Zweitens verwendet der Satz-Encoder die so genannten ungebundenen, relativ positionellen Einbettungen, die kürzlich auf der ICLR-Konferenz veröffentlicht wurden.	Der Satz-Encoder verwendet die sogenannten ungebundenen relativen Positionsebenen, die kürzlich auf der ICLIA -Konferenz veröffentlicht wurden.	Der Satz-Encoder verwendet die sogenannte ungebundene relative Positionskodierung, die kürzlich auf der ICLR -Konferenz veröffentlicht wurden.	Der Satz-Encoder verwendet die sogenannte ungebundene relative Positionskodierung, die kürzlich auf der ICLR -Konferenz veröffentlicht wurden.Diese	86.335	85.093	86.957	-1.242	0.621	17	17	18	20	6	embedding->Einbettung; embeddings->Einbettungen; encoder->Encoder; morphemes->Morpheme; positional encoding->Positionskodierung; sentence->Satz	embeddings->Einbettungen; encoder->Encoder; ICLR->ICLR; sentence->Satz	encoder->Encoder; sentence->Satz	embeddings->Einbettungen; ICLR->ICLR	encoder->Encoder; ICLR->ICLR; sentence->Satz	embeddings->Einbettungen		2
152	2022.acl-long.367	NA	371.170	378.718	7.548	This positional embeddings essentially disentangles positional correlations from token to token attention computation.	Diese positionellen Einbettungen entkoppeln im Wesentlichen positionelle Korrelationen von Token hin zu einer Token-Aufmerksamkeitsberechnung.	Diese Einbettungen trennen im Wesentlichen die Positionskorrelationen von den Token-zu-Token-Aufmerksamkeits-berechnung voneinander.	Diese Positionskodierungen trennen im Wesentlichen die Positionskorrelationen von den Token-zu-Token -Aufmerksamkeitsberechnungen.	Positionskodierungen entkoppeln im Wesentlichen die Positionskorrelationen von den Token-zu-Token-Attention-Berechnungen.	85.211	83.803	77.465	-1.408	-7.746	15	13	13	15	9	attention->Aufmerksamkeit; computation->berechnung; computational->rechnerische; correlations->Korrelationen; embedding->Einbettung; embeddings->Einbettungen; positional encoding->Positionskodierung; token->Token; tokens->Token	attention->Aufmerksamkeit; computation->berechnung; correlations->Korrelationen; embeddings->Einbettungen; token->Token	attention->Aufmerksamkeit; computation->berechnung; embeddings->Einbettungen; token->Token	correlations->Korrelationen	attention->Aufmerksamkeit; computation->berechnung; token->Token	correlations->Korrelationen; embeddings->Einbettungen		4
153	2022.acl-long.367	NA	381.005	385.815	4.810	Similar to BERT, we use a masked language model pre-training objective.	Ähnlich wie BERT verwenden wir ein maskiertes Sprachmodell als Vortrainingsziel.	Ähnlich wie bei BERT verwenden wir ein maskiertes Sprachmodell, um das Pretrainingziel zu erreichen.	Ähnlich wie bei BERT, verwenden wir ein maskiertes Sprachmodell als Vortrainingsziel.	Ähnlich wie bei BERT verwenden wir ein maskiertes Sprachmodell als Vortrainingsziel.	95.000	100.000	100.000	5.000	5.000	14	11	11	10	10	bert->BERT; language->Sprache; language model->Sprachmodell; language models->Sprachmodelle; languages->Sprachen; masked language model->maskiertes Sprachmodell; model->Modell; pre-training->Vortrainings; pretraining->Vortraining; training->Trainingssatz	BERT->BERT; Language Model->Sprachmodell; masked language model->maskiertes Sprachmodell; pre-training->Vortrainings	BERT->BERT; Language Model->Sprachmodell; masked language model->maskiertes Sprachmodell	pre-training->Vortrainings	BERT->BERT; Language Model->Sprachmodell; masked language model->maskiertes Sprachmodell; pre-training->Vortrainings			3
154	2022.acl-long.367	NA	386.258	391.814	5.556	Essentially we have to predict both the stem and the affixes that are associated with the words.	Im Wesentlichen müssen wir sowohl den Stamm als auch die Affixe, aus denen die Wörter bestehen, vorhersagen.	Im Wesentlichen müssen wir sowohl die Wortstamme als auch die Affixe vorhersagen, die mit den Wörtern verbunden sind.	Im Wesentlichen müssen wir sowohl die Wortstamme als auch die damit verbundenen Affixe vorhersagen.	Im Wesentlichen müssen wir sowohl die Wortstamme als auch die damit verbundenen Affixe vorhersagen.	95.370	87.963	87.963	-7.407	-7.407	18	14	14	17	6	pre-training->Vortrainings; pretrained->vortrainiert; pretraining->Vortraining; training->Trainingssatz; word->Wort; words->Wörtern						word->Wort	2
155	2022.acl-long.367	NA	392.595	405.066	12.471	During pre-training, fifteen percent of all words are considered for prediction, of which eighty percent are masked, ten percent are swapped with random words, and ten percent are left unchanged.	Während des Vortrainings werden fünfzehn Prozent aller Wörter für die Vorhersage berücksichtigt, von denen achtzig Prozent maskiert, zehn Prozent mit zufälligen Wörtern ausgetauscht und zehn Prozent unverändert gelassen werden.	Während des Vortrainings werden fünfzehn Prozent aller Wörtern als vorherzusagen betrachtet,wovon achtzig Prozent maskiert sind, zehn Prozent werden durch zufällige Wörter ersetzt, und zehn Prozent bleiben unverändert.	Während des Vortrainings werden fünfzehn Prozent aller Wörter als Vorhersagekandidaten betrachtet, von denen achtzig Prozent maskiert werden, zehn Prozent durch zufällige Wörter ersetzt werden und zehn Prozent unverändert bleiben.	Während des Vortrainings, wird fünfzehn Prozent aller Wörter als zur Vorhersage ausgewählt, wovon achtzig Prozent maskiert sind, zehn Prozent durch zufällige Wörter ersetzt werden und zehn Prozent unverändert bleiben.	91.630	93.833	90.308	2.203	-1.322	28	29	29	29	7	pre-training->Vortrainings; prediction->Vorhersage; pretrained->vortrainiert; pretraining->Vortraining; training->Trainingssatz; word->Wort; words->Wörtern	pre-training->Vortrainings; prediction->Vorhersage; words->Wörtern	pre-training->Vortrainings; words->Wörtern	prediction->Vorhersage	pre-training->Vortrainings; prediction->Vorhersage	words->Wörtern		2
156	2022.acl-long.367	NA	405.466	410.840	5.374	For affix prediction, we face some multi label classification problem.	Für die Vorhersage der Affixe stehen wir vor einem Multi-Label-Klassifikationsproblem.	Für die Affixvorhersage wenden wir ein multiklassiges Klassifikationsproblem an. Dazu	Für die Vorhersage von Affixen stehen wir einer mehrklassigen Klassifikationsaufgabe	Für die Vorhersage von Affixen,wir stehen vor einem Mehrklassen-Klassifikationsproblem.	83.721	83.721	89.535	0.000	5.814	10	10	11	12	4	classification->Klassifikation; labeled->markiert; prediction->Vorhersage; problem->Problem	classification->Klassifikation; prediction->Vorhersage	classification->Klassifikation	prediction->Vorhersage	classification->Klassifikation; prediction->Vorhersage			0
157	2022.acl-long.367	NA	410.991	419.712	8.721	For this, we either group together affixes into a fixed number of sets and predict the set as a class label.	Daher fassen wir entweder die Affixe zu einer festen Reihe von Gruppen zusammen und sagen die Gruppe als Klassenlabel voraus.	gruppieren wir entweder Affixe in eine Reihe von festen Mengen, und vorhersagen die Mengen, oder als Klassifikationslabel.	gegenüber. Dazu gruppieren wir entweder Affixe in eine feste Anzahl von Gruppen, und prognostizieren die Gruppe als Klassenlabel.	Dazu gruppieren wir entweder Affixe in eine feste Anzahl von Gruppen, und vorhersagen die Gruppe als Klassenlabel.	82.400	86.400	85.600	4.000	3.200	17	18	17	20	3	number->Reihe; predicate->Prädikat; problem->Problem	number->Reihe	number->Reihe			number->Reihe		2
158	2022.acl-long.367	NA	420.253	424.396	4.143	The other option is to predict the affix probability vector.	Die andere Möglichkeit ist die Vorhersage der Affixe durch einen Wahrscheinlichkeitsvektor.	Die andere Möglichkeit besteht darin, den Affix-Wahrscheinlichkeitsvektor vorherzusagen.	Die andere Möglichkeit besteht darin, den Affix-Wahrscheinlichkeitsvektor vorherzusagen.	Die andere Möglichkeit besteht darin, den Affix-Wahrscheinlichkeitsvektor vorherzusagen.	87.912	87.912	87.912	0.000	0.000	9	9	9	11	1	vector->Vektor							1
159	2022.acl-long.367	NA	424.697	428.562	3.865	We evaluate both of these approaches in our experiments.	Wir bewerten beide Ansätze in unseren Experimenten.	Wir bewerten beide Ansätze in unseren Experimenten.	Wir bewerten beide Ansätze in unseren Experimenten.	Wir bewerten beide Ansätze in unseren Experimenten.	100.000	100.000	100.000	0.000	0.000	7	7	7	7	2	approach->Ansatz; vector->Vektor							0
160	2022.acl-long.367	NA	431.704	439.486	7.782	We pre-train KinyaBERT on about two and half gigabytes of Kinyarwanda text, and compare it to three baseline models.	Wir trainieren KinyaBERT mit etwa zweieinhalb Gigabyte an Text in Kinyarwanda vor und vergleichen es mit drei Modellen der Baseline.	Wir haben KinyaBERT auf etwa zwei und einem halben Gigabyte Kinyarwanda -Text vortrainiert und im Vergleich zu drei Basismodellen.	Wir haben KinyaBERT auf etwa zweieinhalb Gigabyte Kinyarwanda-Text vortrainiert und im Vergleich zu drei Basismodellen.	Wir vortrainieren Kinyabert auf etwa zweieinhalb Gigabyte an Kinyarwanda-Text,und vergleichen es mit drei Basismodellen.	90.152	83.333	85.606	-6.818	-4.545	19	16	16	20	6	compared->im Vergleich zu; kinyabert->KinyaBERT; models->Modelle; pretrained->vortrainiert; text->Text; texts->Text	KinyaBERT->KinyaBERT; models->Modelle; text->Text	KinyaBERT->KinyaBERT; text->Text	models->Modelle	KinyaBERT->KinyaBERT; text->Text	models->Modelle	compared->im Vergleich zu; pretrained->vortrainiert	3
161	2022.acl-long.367	NA	440.007	450.765	10.758	One is a multilingual model called XLM-R, that is trained on a large text corpora that is made of multiple languages.	Eines davon ist ein mehrsprachiges Modell namens XLM-R, das mit großen Textkorpora trainiert wird, die aus mehreren Sprachen bestehen.	Eines ist ein multilinguales Modell namens XLM. R, das auf einem großen Textkorpus trainiert wurde,der aus mehreren Sprachen besteht.	Eines ist ein multilinguales Modell namens XLM -R, das auf einem großen Textkorpus trainiert wurde,der aus mehreren Sprachen besteht.	Eines ist ein multilinguales Modell namens XLM R, das auf einem großen Textkorpus trainiert wurde,der aus mehreren Sprachen besteht.	90.299	91.045	90.299	0.746	0.000	20	20	20	20	9	corpora->korpora; iclr->ICLR; language->Sprache; language models->Sprachmodelle; languages->Sprachen; models->Modelle; text->Text; texts->Text; xlm->XLM	corpora->korpora; languages->Sprachen; model->Modell; multilingual->mehrsprachiges; text->Text; XLM->XLM	languages->Sprachen; model->Modell; text->Text; XLM->XLM	corpora->korpora; multilingual->mehrsprachiges	languages->Sprachen; model->Modell; text->Text; XLM->XLM	corpora->korpora; multilingual->mehrsprachiges		1
162	2022.acl-long.367	NA	451.207	464.595	13.388	The other two baselines are pretrained on the same Kinyarwanda text using either the byte pair encoding algorithm or using morphological analysis without using the two tier transformer encoder architecture.	Die beiden anderen Baselines werden mit demselben Text auf Kinyarwanda vortrainiert, wobei entweder der byte pair encoding-Algorithmus oder die morphologische Analyse ohne die zweistufige Transformer-Encoder-Architektur verwendet wird.	Die beiden anderen Basismodelle sind auf demselben Kinyarwanda-Text vortrainiert,entweder mittels byte pair encoding oder unter Verwendung einer morphologischen Analyse mit oder ohne die beiden TAYA -Transformer-Encoder-Architektur.	Die beiden anderen Basismodelle sind auf demselben Kinyarwanda-Text vortrainiert,entweder mittels des Byte-Pair-Encoding-Algorithmus oder unter Verwendung einer morphologischen Analyse, ohne die beiden Transformer-Encoder-Architekturen zu verwenden.	Die beiden anderen Basismodelle sind auf demselben Kinyarwanda-Text vortrainiert,entweder mittels des Byte-Pair-Encoding-Algorithmus oder unter Verwendung einer morphologischen Analyse, ohne die beiden Transformator-Encoder-Architekturen.	94.043	95.319	91.915	1.277	-2.128	30	31	29	30	19	algorithm->Algorithmus; algorithms->Algorithmen; analysis->analyse; byte pair encoding->byte pair encoding; decoding->Dekodierung; encoder->Encoder; encoding->Kodierung; language->Sprache; languages->Sprachen; morphological->morphologische; morphological analysis->morphologische Analyse; morphological analyzer->morphologischen Analysator; morphologically->morphologisch; pre-training->Vortrainings; pretrained->vortrainiert; texts->Text; transformer->Transformer; transformer encoder->Transformer-Encoder; transformers->Transformer	algorithm->Algorithmus; baselines->Baselines; byte pair encoding->byte pair encoding; encoder->Encoder; morphological->morphologische; morphological analysis->morphologische Analyse; pretrained->vortrainiert; text->Text; transformer->Transformer; transformer encoder->Transformer-Encoder	byte pair encoding->byte pair encoding; encoder->Encoder; morphological->morphologische; pretrained->vortrainiert; text->Text; transformer->Transformer; transformer encoder->Transformer-Encoder	algorithm->Algorithmus; baselines->Baselines; morphological analysis->morphologische Analyse	algorithm->Algorithmus; encoder->Encoder; morphological->morphologische; pretrained->vortrainiert; text->Text; transformer->Transformer; transformer encoder->Transformer-Encoder	baselines->Baselines; byte pair encoding->byte pair encoding; morphological analysis->morphologische Analyse		4
163	2022.acl-long.367	NA	466.096	478.896	12.800	All models are configured in the base architecture, which is about between a hundred and a hundred and ten million parameters, with Kinyarwanda with KinyaBERT using the least number of parameters.	Alle Modelle sind in der Basisarchitektur konfiguriert, die etwa hundert bis hundertzehn Millionen Parameter umfasst, wobei Kinyarwanda mit KinyaBERT die geringste Anzahl von Parametern verwendet.	Alle Modelle sind in der BERT-Architektur konfiguriert, die etwa zwischen hundert und hundert zehn Millionen Parameter umfasst, wobei KinyaBERT die geringste Anzahl von Parametern verwendet.	Alle Modelle sind in den Basismodellen konfiguriert, die etwa zwischen hundert und hundert zehn Millionen Parameter umfassen, wobei KinyaBERT die geringste Anzahl von Parametern verwendet.	Alle Modelle sind in der Basisarchitektur konfiguriert, die etwa zwischen hundert und hundert zehn Millionen Parametern bei Kinyabert mit der geringsten Anzahl an Parametern liegt.	91.837	90.306	88.776	-1.531	-3.061	26	25	25	25	3	kinyabert->KinyaBERT; number->Reihe; parameter->Parameter	KinyaBERT->KinyaBERT; models->Modelle	KinyaBERT->KinyaBERT; models->Modelle		KinyaBERT->KinyaBERT; models->Modelle			2
